text,label
When would my card be charged an extra fee for a transaction?,15
The app is showing an ATM withdrawl that I didn't make.,20
where is my new card?,11
"I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?",17
Why do I see a fee when I do a transfer?,64
I would like to receive a few more physical cards.,39
My card isn't here yet.,11
Why is my balance the same after a transfer?,5
I am not recognizing a debit payment from my account.,28
What was the extra charge for using my card?,15
What happens if my card expires?,9
Why was a transaction on my card declined?,25
I got some cash in the ATM but its still pending,46
Who do I talk to for transactions debited twice?,63
"Help me!  When I was abroad, the exchange rate was wrong.",76
Why hasn't the transaction I did arrive yet?,66
"You keep declining my transfers? It's always been working really well so far, but when I tried to buy something just now the card got declined. I tried couple times already but same thing.",27
$20 came out instead of $100,75
I didn't cancel my card payment.,53
I sent you a cheque a few days ago and I noticed that nothing has happened yet. Can you tell me the status of my cheque please?,6
Why was the exchange rate so wrong when I bought something!,17
"I usually don't get charged for transfers, why was I this month?",64
What is happening?  I have tried to transfer money 5x already.  Is the system down?  This shouldnt be happening as this is a basic transfer.,35
I returned something to a  store but can't see my refund.,51
I think there's been an unauthorized cash withdrawal from my account.,20
Why does my transfer keep generating an error message?,7
I transferred money but the recipient does not see the funds in their account?,66
My latest payment was declined! What happened! I was told everything had been resolved and was back to working order again.,25
Is it possible to get a Visa here?,73
"How long does it take for transfers to finish?  I sent funds to my pal, and she says that she has not gotten anything.",66
Im trying to top up my card but it's still pending and it's been an hour. Is there any way to make it go through faster? Do I not have enough?,47
"my cash withdrawal is pending, why?",46
What happened to the money that I deposited?,61
"I put money into my account in the form of a cheque, but my balance did not change.",6
"I recently reported my card as missing/lost, and I just found it. Can I still use it?",13
The ATM I'm standing in front of only gave me 10 pounds rather than the 30 pounds I wanted. The app shows I took out 30 pounds also. What do I need to do to fix this?,75
I'm still waiting for my transaction.,66
are there any country restrictions?,24
Is ordering a new card from China available?,9
I bought something in another country but the exchange rate is wrong,17
I was denied cash at an ATM,26
My payment's stuck on pending.,45
Still waiting for transfer to be completed.,66
i do not know what this charge is for,28
Why does a cash withdrawal show as pending?,46
The top up failed,59
I purchased something about one to two weeks ago but for some reason the payment was returned to my account today even though I've already received one of the items. Can you tell me what's going on?,53
I was charge a fee that I wasn't told about,64
Why is my balance the same?  I processed a transfer.,5
How can I fix this? The ATM gave me more cash than I'd asked for.,75
I didnt get the correct exchange rate for getting cash,76
A payment shows up on the app that I never made.,16
I was the victim of someone stealing my wallet.  My card is being used and it isn't me.  What should I do?,20
Why isn't my topup working?,59
I have a strange direct debit in my statement,28
I am trying  to  transfer and  it has been  stopped why is  that,7
I'm cancelling this charge. I still have not received what I bought from these people a while ago.,52
There is a withdrawal on my account I didn't make.,20
How do I track the card you sent me?,11
I need to cancel a transfer,8
"I put cash in my account, but I don't see it.",6
Where is my money? I transfered it and it isn't in my account.,5
I attempted to get cash in the ATM but I was denied,26
What does a pending cash withdrawal mean?,46
How long should it take for my new card to arrive in them mail? What should I do if I never receive it?,11
I was charged an incorrect exchange rate for a withdrawal.,76
Can I get a card that works in other countries like Africa and Indonesia?,24
Can i get money back in my home currency at  ATM? As I am on holiday and bit concerned because i do not have any cash with me . Is it possible to withdraw without any additional cost.,76
My card payment still pending,45
Card activation is not working. What do i do?,0
How long does it take for a purchase to go from pending to authorised?,45
I wanted to know why a top-up I made has been reverted.,61
"I need help. I asked for a refund from a merchant a while ago, but I have not gotten my money back. I keep checking my account, but nothing is showing up. What should I do now?",51
I recently made a transfer but I need to cancel it as soon as possible.  Please let me know when this happens.,8
Do you offer multiple cards for the same account?,39
My transfer didn't go through.,35
Payment I didn't do.,16
I see an unauthorized withdraw.,20
Why did the funds for one of my purchase come back to my account?,53
"I made a bank transfer earlier from my UK account.  I don't see it yet, can you check the status?",5
"My order hasn't shown up yet, what can I do?",52
Waiting for the cash I deposited this morning still,6
Tell me why my balance did not change when I tranferred cash.,5
Why won't my transfer go through?,35
Tell me what I need to do to activate my card.,0
My top up did not go through yet.,47
Please cancel the transfer I just made.  I put in the wrong account number and can't seem to stop it on the app.,8
I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud?,19
How can I dispute a direct debit transaction?,28
"I believe my money did not go through with my top up, was there a problem on your end?",61
"My card will expire soon, do I need to order a new one?",9
what countries can i use my card in,24
Can I have a second card issued to another family member?,39
My card payment has not been withdrawn from my account,53
Is there a reason why there is an extra £1 charge on my account?,34
I attempted to get cash in the ATM but it was not authorized,26
Why did using an ATM cause me to have an extra fee charged?,19
"Hello I made a bank account transfer from the UK. The transfer was a couple hours ago, nothing has shown up yet.  Can you check to see if everything okay. Please.",5
Why would a merchant revert my payment?,53
"Hello,  In my most recent ATM transaction, I didn't receive nearly as much cash as I thought I would - what is your exchange rate policy?",76
What do I need to do to activate my card?,0
I need mastercard as well as visa,73
Why is there an extra fee charged?,34
Do you support all countries?,24
Is there a way for you to find out why my account was deducted from a seller when I didn't approve of it?,28
There is money missing from my account.,20
My product hasn't arrived even though I ordered it a while ago. I want a refund!,52
My withdrawals were going smooth until I got declined today. What is going on?,26
Did I do something incorrectly? Where is my top-up?,47
It has been forever ago that I made an order online. The product simply is not coming. Just give me back my money because I'm not paying these people.,52
How do I link a new card?,13
The card payment didn't work,53
What does it mean if my top-up has not gone through?,47
How long does it actually take my card payment to make it to the account? I've made a payment a couple of days ago but it hasn't moved since.,45
I don't know what's going on but all of my transfers keep getting declined. I have checked over the recipient details twice. These details are all correct.,27
Why did I get charged a fee for my card payment?,15
How long does it take for the transfer to go through?,66
"I did what you told me earlier and contacted the seller for a refund directly, but nothing is happening! It's been a week and I still haven't got anything. Please just give me back my money",51
What is the status of my card's delivery?,11
im not sure what this charge is for,15
Why did I get charged a fee for my transfer?,64
Why is my cash withdrawal still showing as pending?,46
I am having a huge problem with my card being declined and it's really important that I top-up today.  Would you please look into this further and let me know how I can get this fixed?,59
Which type of card will I receive?,73
"I had a seller reach out to me saying my money didn't come through to them, but I'm sure it was removed from my account. Can you figure out what the deal is here?",53
Your exchange rate is totally wrong for my card payment,17
Do I have to pay for a second card?,39
Where'd the rest of my cash go from the ATM,75
when will I get my refund?,51
"Hey, I need some help figuring out way my transfer is not complete yet. My Landlord hasn't got the money yet.She should have received it by now.",66
Am I allowed to carry an additional card?,39
I wanna revert a transaction i did this morning.,8
I tried to make a transfer and it didn't work.,35
You shorted me money when I tried to make a withdrawal.,75
My statement indicates I made a payment to an unfamiliar merchant.,16
Could you please recommend what I should do if my card keeps getting declined?  I planned to top-up today but I am unable to get it to work.  I need a fast solution to this problem.,59
Where is the tracking number for the card?,11
Why is the top-up I made still pending.,47
Can I cancel a transaction?,8
"I got a transfer fail message, but no explanation of why-- what happened?",35
Why isn't a recent refund on my statement?,51
I cannot view the refunded amount in my account.,51
What happens when I am charged twice?,63
Can you tell me why my card payment was cancelled?,53
I can't see my cash deposit in my account.,6
"I'm concerned about a payment that has recently been made on my card.  I do not recognize the name that the transaction went to, can you help me?",16
I cancelled my card payment,53
I can't transfer money from my account.,27
"When I withdrew my money, why was there an extra charge?",19
I dont see my reciept,66
I am sure I have plenty of money to transfer but my transfer is being declined.,27
"I dont know what happened, but my payment was cancelled",53
I am trying to make a transfer to a different account but they keep getting declined. I have double checked all the details and the information is correct.,27
I would like to get an item refunded,52
Why isn't my transfer not going through? I keep getting an error message.,7
"One of my card payments, I don't recognise the name of the merchant.",16
Is it free to send out more cards?,39
My payment didn't work and the money is in back in my account.,53
Please tell me why I am having problems transferring to a beneficiary.,7
I tried taking out 30 pounds from the ATM just now and it only gave me 10. Why would it do that? I need the 30 pounds now!,75
"I didn't get as much cash as I asked for from the ATM, why?",75
I think there has been a mistake on my exchange rate for this purchase.,17
There is a strange payment on my card and I don't know what to do.,16
I was charged more than once in a single transaction,63
Can I get one of your cards in the EU,24
I topped up but the app declined it,61
Is it possible to get one the your cards in the EU?,24
My transaction is still showing that is pending from my cash withdrawal.,46
"My card has not been delivered yet and its been a week since I ordered it, please help",11
Is it possible to use an ATM when I am not in the country and make a withdraw with out extra fees?,76
Why is my transfer still pending?,48
i used a check check yesterday to balance my account and it isn't showing up?,6
I did a payment but the app reverted it,53
Is it possible to get both Mastercard and Visa card from you?,73
I recently bought something abroad but the exchange rate is incorrect. Why?,17
What is the refund process?,52
I'm trying to make a bank transfer but It's not going through. Could there not be enough funds to transfer or something? Have I done it too many times?,35
"I received a fee for obtaining cash, is this correct?",19
Can I get a spare card for someone else to use?,39
Is there a reason my payments are pending?,45
The application reverted my top-up.,61
Why is there a fee for an extra pound in my statement?,34
"My card is going to expire, what do I do?",9
I got notified that my top up has been reverted. Why?,61
I have yet to receive the cash I added to my account this morning.,6
Where in the app do I link a new card?,13
"So earlier I went to an ATM and got cash. But when I checked the app, it states that the withdrawal is pending. How can that be when I have the cash on me?",46
"I tired to move my money, but my transfer was declined.",27
Now that I live in the US how can I get a card?,24
I topped up but the app did not accept it.,59
My refund is missing,51
"I made a big purchase that I regretted and cancelled, the merchant said that my refund was submitted. Can you confirm to me that all of my money was truly returned to me?",51
I would like to get help from someone with activating my card.,0
I don't think my top up worked,59
"I've been waiting for 3 days, why is my withdrawal still pending?",46
I have two of the same charges on my account!,63
"I just took some cash out of a cash machine in Heathrow airport because I wanted to buy some new sunglasses for my holiday but you've added a fee to the withdrawal, what is this?",19
The ATM keeps declining my Transaction . I tried two different ATMs already Would you please check if everything is okay with my account?,26
In what countries do you do business?,24
I am being charged a pound out of nowhere. What is this?,34
"I want a Mastercard, instead.",73
Why has transferring money resulted in a charge?,64
I did not get all the cash at ATM.,75
Why do transfers get declined?,27
Is there a  way to  get around fees,15
"Hello, can you please inform me about international transfers? I am expecting a transfer I made from France two days ago and would like to know when it will arrive.",5
Problems with my top up,59
I just got an error message saying my transfer is not possible? Why is that? I've transferred money before and it worked without problem,7
"I thought transfers were free, why was I charged?",64
Why was I charged a fee for using my card,15
Can you tell me how I go about activating a new card?,0
I got my new card. How do I activate it?,0
"I am calling because the ATM didn't give me the right amount of cash, but my app shows the actual amount I wanted to withdraw. What should I do to get my money back?",75
"Someone has a copy of my card. I have my card with me, but someone just made a 500£ cash withdrawal. Help me.",20
How much longer is it going to take to get my new card?,11
"I asked for a refund last week but nothing has happened yet, can you help me please?",51
Is there a reason I was charged a fee to transfer?,64
Why has my payment been declined? I paid by card.,25
My statement has a payment that I do not recall making,16
I couldn't get the money I needed.,75
I didn't make this direct debit transaction,28
I don't think my transfer wen through. Why?,35
"Hey there, I just went through my most recent credit card payments and I notice the same charge for a restaurant was processed twice. There was only one meal at this place, so I would like one of the charges to be reversed and my money to be put back in the account.",63
I had to pay one pound more than the set price!,34
I tried to do a transfer and it hasn't worked!,35
I need a refund for something I bought.,52
"I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It should not have been done so.",48
Why was I charged when taking out money?,19
How many countries do you support?,24
"I attempted to complete a topup, and I thought all was well, but now the money is gone again. Has there been a glitch?",61
Why was my account assessed a fee?,34
Why was I charged an extra fee when doing a transfer?,64
I don't recognize this debit transaction in my billing statement?,28
I was trying to top up my account and it isn't working,59
I didn't make the direct debit payment on my account.,28
My account shows up as pending after I received cash from the ATM earlier.  How can this be still pending? I've got the cash already.,46
I was not given the amount of cash I withdrew,75
What's taking my top-up so long?,47
Can you tell me why a refund I'm owed is not showing on my statement?,51
I made a transfer a couple hours ago but my balance has not been updated. Why is this? Shouldnt this be instant?,5
How long does it take to verify a cash withdraw?,46
I tried to get funds in hard cash but it was rejected!,26
atm would not give me cash,26
My transfer hasn't gone through yet.,48
I have a transfer that was approved that I'm urgently waiting for. How long am I supposed to wait for it?,48
Why does it show that my transfer is still pending?,48
There's a payment that isn't mine on my app,16
What is the process for activating my new card?,0
Hello I changed my mind and really need a refund on one of things I bought recently. Can you please cancel the transaction and get my money back. Please it's urgent.,52
How can I fix my bank transfer to show up on my bank account?,5
Can I use my new card?,0
Why is my refund not showing up on the statement?,51
Why has my account balance not changed after depositing a cheque?,6
I paid with a card and there is an extra charge. Why?,15
My top up was denied in the app.,59
I'm being charged for using my card!,15
I did a cash deposit to my account but it doesn't show up,6
"I hate this ATM, it charged me an extra fee, Why did it charge?",19
My card expires next week. How do I get a new one?,9
My card would not work at a shop.,25
Explain what the pending payment means?,45
Can you explain why I was charged extra when I used the card?,15
I bought some things in the morning but the payment shows as pending,45
Someone else accessed my account and made a payment.,16
I would like to cancel a payment. I purchased something several days ago and i still have not received it.,52
Help!  There is a cash withdrawl on the account that I didn't make!,20
I'm having problems making a transfer to another account. I keep getting a declined message. I know that the information I'm putting in is accurate because I have checked it more than once.,27
I didn't know there was a charge for tranferring. What is the charge?,64
Why are my purchases from this morning still pending?,45
"Can you let me know where my refund money is? I requested a refund a few days back, but it's not showing up yet.  Do you guys have the money yet? Maybe it's just not in my account.  Let me know when it will become available, please.",51
I have a payment that is still pending,45
Why can't I withdraw cash?,26
"Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening.",27
Why hasn't my top up gone through?,47
I did not get the right amount of money when I used a different country's currency.,76
the app reverted my payment,53
It's only been a few weeks my my top-up got cancelled,61
I tried to get cash but it was declined!,26
What steps do I have to take to activate my card?,0
i cannot seem to activate card,0
I noticed a charge for a transfer.  Why is this?  Is it because I did an international transfer?,64
The transfer was accepted but now it's stuck on pending. When will it go through?,48
I requested a refund directly from the seller but I still don't have it. I just want you to send me my money back. I did what you said to do and I still don't have it.,51
There's an error with the rate that is charged.,17
Why isn't the transferred money there?,5
I believe that my transfer hasn't gone through.,35
Why did you guys charge me an extra €1?,34
Have have a small charge on my account from someone I purchased with but I'm not sure what it relates to.,34
"I recently made a payment, and it is showing up in my account as ""pending"". What does that mean?",45
Can you tell me if I can track the card you sent me?,11
Is my card broken? I can't get cash out of the ATM,26
"In receiving cash, the wrong exchange rate was used for my transaction.",76
Why was my request for cash declined?,26
I do not recongize a payment in my account.,16
What's the tracking on the card you sent?,11
Where can I find your locations?,24
I have double-checked all of my recipient details but for some reason all of my transfers keep getting declined. I have no clue as to why.,27
How long does it take for cash withdrawals to hit my account?,46
Why did you charge me extra for withdrawing money?,19
I am having an issue with an in country transfer I did a few days ago. It has yet to appear in my account. I have checked to be sure that all account information is correct multiple times. What is taking the transfer so long?,66
Why would a transfer to an account not be allowed?,7
Where is my refund? I have been checking my account all day.,51
Why didn't the ATM give me my money?,26
"There are a couple payments with my card shown in the app that i really didn't make myself. What's happenning with this, does someone has access to my card?!",16
can you assist me in activating my card?,0
I looked at my statement and found a payment I and found a mistake.,16
will you be able to activate my card,0
I used my card to top up but it's saying it is still pending. What does this mean?,47
There is a direct debit set up that I didn't create.,28
When will my new card arrive?,11
Can you let me know why my cash withdrawal is still pending?,46
Where is the refund on my statement?,51
I haven't received my card and am worried it is lost.,11
"I tried to make a transfer, but it didn't work.",35
The cheque I deposited isn't showing in my account,6
I didn't receive the correct amount of cash when I exchanged it overseas.,76
I could not access my money at the ATM,26
"It's declining my transfers. Normally this works, but my card is being declined now and I've tried more than once.",27
Is there a way I can get a Visa card?,73
I just bought an item and changed my mind.  I have not received it yet how can I get refunded.  Thank you.,52
Am I able to have a card sent to China?,9
How long will it take to get my refund,51
How do I go about getting a refund?,52
Am I able to get a refund for a purchase?,52
There is a payment that is not mine in the App.,16
Help! I made a transfer in error and need to cancel it before it's complete!,8
I think I was double charged,63
Is it possible to get both Visa and Mastercard from you?,73
There was an extra fee when I paid with the card.,15
Was there a problem with topping up?,59
I made a payment that is not yet complete.,45
"I did not receive my purchase, how do I cancel it?",52
I was only given $20 after trying to withdraw $100,75
I urgently need to top-up my card but its getting declined. Please help me in this or advise with other options if any.,59
If I live outside of the UK am I still eligible for a card?,24
"I topped-up my account, but I don't think it went through.",47
Why is my payment in pending status?,45
How to cancel a transaction,8
Payment did not process,7
stop the transaction,8
Where did the money transfer go?,66
Is there a fee for sending additional cards?,39
What's the limit on total number of cards I can have?,39
How long do transfers take to go though,5
Who do I contact if there is a direct debit that I did not create.,28
How long does it take for money to reach my account?,5
My money is back in my account after a seller contacted me stating they never received payment. I am positive it was deducted out of my account. Please get this sorted out right away.,53
I sent money to someone but they haven't gotten it yet,66
I've received my card so now I need to know how to sync it to the app.,13
My top up hasn't gone through,47
"I would like to make a purchase, however my card has been declined. I would like to ask the reason for this. The past two weeks, the card has been working fine.",53
What is the refund policy?,52
I have been waiting over a week. Is the card still coming?,11
"The ATM would not give me cash,why?",26
I got money overseas and the exchange rate was wrong,76
Can I order a new card?  Mine is about to expire.,9
Why have I been charged an extra pound?,34
A wrong exchange rate was applied to a transaction made abroad.,76
Can you issue both a Visa and a Mastercard to me?,73
Will there be a charge for sending out more cards?,39
Why was I declined from getting cash?,26
Why is the exchange rate wrong for my cash withdrawal?,76
I transferred money but the balance hasn't changed.,5
How do I order another card?,39
I made a purchase but never expected to see a fee charged for the transaction.,15
Explain why I can't do a transfer to a beneficiary.,7
What is the process of card activation?,0
Why is my withdrawl to cash still pending?,46
Why am I unable to withdrawal cash?,26
Can I get a few more physical cards?,39
I did not receive all of my cash back,75
I wasn't applied the correct exchange rate when getting cash,76
"Card payment was declined, do you know why?",25
Why is my top-up showing as cancelled?,61
I wanted to know why my transaction didn't go through.,27
There is an extra charge on my app that I was not told about or I was aware of!,34
Can you tell me what the cash withdrawal is in my statement?,20
"how long does it take to transfer money, my retailer is waiting",66
This rate is too low. Are you sure your using the right exchange rate.,17
How do I get a new card when my old one expires?,9
I bought something and the money appeared back into my account? Why?,53
How can I get a refund for an item I purchased but has not yet arrived?,52
I tried to do a transfer but it didn't go through.,35
Why wouldn't the ATM give me cash?,26
The exchange rate for my electronic payment is incorrect.,17
How do I dispute a direct debit transaction?,28
How long until transfers complete?,48
I used the ATM machine to get money out for Holiday shopping and saw the outrageous charges. Why is that? I would not have used the ATM if I had known!,76
Why doesn't the card payment work,25
How long do I have to wait until the transferred money shows up?,5
"Did you lose my money? I had added funds through top-up not long ago and I know they were in my account, but they seem to have disappeared. What happened?",61
Why is my cash request and the amount I received different?,75
beneficiary transfer problems?,7
My card payment was reverted.  Why?,53
I purchased something abroad and the incorrect exchange rate was applied.,17
I need help reapplying my top-up. It seems it isn't working.,59
My card is showing multiple charges for the same items on my recent statement. I was wondering what actions of needed to take to fix this issue,63
The exchange rate was messed up from the ATM,76
Can you tell me why I was charged to withdraw cash?,19
"When I got my cash, the amount was not what it should have been, based on the exchange rate.",76
"So, I was under the impression that you have an offer for crypto top up. This doesn't seem to be working. Now, the money has just disappeared from my account. What is the deal?",61
"Help, your app is showing a larger WD than I actually did earlier at an ATM.",75
I am still waiting for my card.,11
I don't need to transfer anymore and I want to cancel it.,8
"I made a transfer and according to the receiver ""they haven't received the right amount"" Its lesser than it should be.Now I have to transfer more money to make up for the missing amount . Can you please help me about this,what should be done",64
Why am I being charged for transferring money?,64
Why can't my beneficiary get access?,7
One of my payments was doubled,63
When will the cash that I put in the ATM be cleared from pending status?,46
"Hi, Last week I have contacted the seller for a refund as directed by you, but i have not received the money yet. Please look into this issue with seller and help me in getting the refund.",51
This exchange rate you use is awful! Please tell me this is a mistake and not the official interbank exchange rate!,17
Why is the transfer showing pending?,48
I've been charged more than once for the same transaction,63
Extra charge during transfer,64
My account balance has not updated to reflect my recent transfer.,5
can I use it all over the world?,24
I am interested in cancelling a purchase,52
Why did I have to pay extra because I paid with my card?,15
My credit card seems to have been declined for top up. Why is it not going through? Can you tell me what's going on?,59
My card didn't work at the ATM in Notting Hill.  Is my card working?,26
Is the 1 pound charge going to be reimbursed on my card?,34
i haven't received my order and want a refund,52
can you check why I wasn't able to top up?,59
I have a payment in my statement that is off,16
I got a message that my transfer was declined.,27
My cash withdrawal was partly declined,75
How can I cancel a transaction to a wrong account?,8
I don't know why my credit card was declined while I was trying to top-up. Was it something on my end or was there something wrong with the top-up function?,59
"Why is there now a charge for making cash withdrawals? I wanted some cash after I went to the grocery store, and there's a new fee!",19
"In my app, a direct debit payment that I didn't do shows up.",28
The exchange rate for my card payment doesn't seem right.,17
"My money is gone. I had topped up recently and saw it was there and went through, but now it's disappeared, what is happening?",61
I made a transaction this morning and would like to revert it.,8
I am not able to purchase anything online! I have been using my card on multiple sites over a period of two weeks and none of the payments have gone through. Why is this happening?,53
Do you know the process how to activate my card?,0
My statement shows and extra 1$ that was charged to it and I would like to know why.,34
My card doesn't work. I can't get cash out at an ATM,26
A shop I go to didn't let me pay.,25
Why do I have a charge for an ATM withdrawal? I thought these were free?,19
"There is an extra $1 charge on my statement, why is that?",34
Machines make mistakes too! The ATM gave me the wrong amount of money. Too much!,75
How do I make my transfer go through,27
Why hasn't my cheque processed?,6
What is the reason I couldn't do a transfer to a beneficiary?,7
How many days does a regular transaction take to complete?  I see a pending payment that hasn't changed in the last several days.,45
Do you know why my card payment did not work?,25
I was unaware of the additional charge that was added onto my previous payment. A notification of extra charges would be appreciated in the future.,15
Please check payments on my card. There is a duplicate and I only bought it once.,63
What is the fee on my card payment?,15
I want to get Visa and Mastercard,73
Exchange rate for my card payment is wrong,17
Why was my card declined in a shop?,25
I got a strange fee when I used the ATM.,19
Are your cards supported in the EU?,24
I need some spare physical cards.,39
Why is my transaction taking so long to complete?,66
I made a purchase with my card and I was charged a fee for using it,15
There are funds showing in my app that I did not receive.,20
Where is my refund? it appears to be missing.,51
How do I fix a transaction to the wrong account?,8
When will my card be activated?,0
Why did my card payment get declined?,25
I had trouble with an incorrect rate being applied when using the ATM with foreign currency.,76
why is the exchange rate for a Foreign ATM different,76
"When I went to get cash, it was declined!",26
How do I cancel a recent transfer?,8
How come there is an extra fee on my statement?,34
I think the exchange rate is wrong for my ATM withdrawal,76
"I am using the app, and I see cash withdrawals that I did not authorize.",20
Is it possible to have both a Visa and a Mastercard from you?,73
I have been charged a fee that I didn't know about. Why have you charged me extra for card payments?,15
Some of my card payments look different than where I purchased products from. Why is that?,16
"I changed the currency, but why is it costing more?",17
"I need a new card to replace an expired one. Will it cost anything, and how soon?",9
Can you explain the various transaction times shown on my statement?,63
"I live in America, but I would like a card.",24
My payment did not go through because the app reverted it,53
My card hasn't arrived yet.,11
Why is my payment still pending?,45
I'm looking for a machine of yours that will provide me cash from my home country. I went on holiday and don't have any cash on me. Will your machine charge me extra to do this?,76
"I am worried about the amount of my cheque, which should be credited to my account few days before. As i have already sent you the cheque.",6
No Visa please. I want to continue with Mastercard.,73
I cant transfer money into my account,7
"I couldn't transfer money to my bank, why not?",7
My account seems a bit off and getting weird charges.,63
I do not think the pop up went through yet.,47
The exchange rate is incorrect for my cash withdrawal transaction.,76
My card payment has been cancelled,53
I'm really stuck. I don't know why but my card payment has not gone through.,25
Can you tell me why my card is not working? I keep trying to use it but it keeps rejecting my payment. I am being careful and entering the info correctly but it still happens.,25
The ATM didnt let me get cash,26
are both visa and mastercard available to me?,73
What is wrong with my top-up?,47
I just deposited cash to my account and can't find it!,6
Are you only able to get a card if you're in the UK?,24
I sent some money and the account hasn't recived the transfer I made.,66
How long will it take for my cash withdrawal to stop pending,46
I would like to cancel my purchase.,52
Transaction refund missing from my statement.,51
Says that my top-up is incomplete?,47
"I just got my new card, how do I activate it?",0
I see what looks like duplicate charges on account.,63
"I want to start using my card, how do I activate it?",0
"I went to an ATM to get cash, but the app says the withdrawal is still pending. How is that possible when I already have the cash with me?",46
"I think something went wrong, I didn't get the right amount.",75
Why can't I make a transfer?,35
My card is not working at stores.,25
Can another family member hold a card for this account in addition to mine?,39
Why are my transfers and purchases keep getting declined?,27
I saw that my transfer was declined.,27
How do I order a new card? The current one is about to expire.,9
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number is the right one, I've checked that several times already.",66
What happens if a merchant doesn't accept  you payment?,53
"I had a cheque deposited, but I don't see my money yet?",6
I have a strange payment in my statement,16
im not paying this transfer fee,64
The money is still in my account even though I already paid -- I don't understand what happened.,53
My transfer didn't arrive to the recipient,66
"My money has gone missing. I had recently added money in, and saw it was there and went through. Now it's missing. What is happening?",61
"Hello, I noticed there is a payment from my card to a business that I am not familiar with. I definitely did not make this payment.",16
How did you arrive at the rate of exchange? I thought that I would get more cash.,76
Is it possible to have a second card?,39
I used the wrong account number!,8
"Hello, I found the card I misplaced and I need to reactive it, how do I do that?",13
There is a strange 1£ charge that appears as pending on my statement. What's the cause for that? I haven't purchased anything for a pound.,34
My card was topped this morning but I can't see the funds. Why didn't it complete?,47
I made a cash deposit and the balance wasn't updated.,6
Can you cancel my purchase?,52
Why would I be charged a fee for card payment?,15
"Hi, i just topped up my phone and the money was deducted but it seems to have deducted the same amount again! please help!",61
Why was I declined when I tried to get my money?,26
Why is there a direct debit to my account? I didn't do that.,28
"My transfer did not work, what was the reason?",35
What is this $1 charge on my statement?,34
My ATM transaction was cancelled.,26
I sent money and the recipient has not received their money after two weeks.,66
I didn't receive the correct exchange rate for an item that I bought.,17
"in china, need new card",9
I need my card to be activated right now.,0
Have a payment that I haven't done.,16
Why do I see a random withdrawal in my app?,20
"Hi, I used an ATM today to take money out of my account, but the amount it gave me is not the amount I requested. What should I do?",75
What countries do your accounts support?,24
"I transferred 7,000 to a receiver outside the EU and they received a lesser amount than what I sent, Unfortunately, now I must send an additional transfer to the receiver so that they can receive the full amount I initially sent.  I'm not sure why they received a lesser amount than what I initially sen, but can you please look into this and let me know what happened?",64
Seems like my top-up has been cancelled,61
I couldn't get money from the ATM,26
Unknown direct deposit,28
Why isn't my balance reflecting a transfer I did?,5
The exchange rate for my withdrawal was wrong.,76
why did my payment revert,53
My payment was declined,25
"I got cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",46
Why was I charged twice for my item!,63
Someone else made a Direct Debit transaction on my account,28
I just got my new card and tried using it and it was declined?,25
My transfer will not go through.,35
It looks like my top-up was cancelled,61
What are the reasons a beneficiary would be denied?,7
Was my top up reversed?,61
why hasn't a transaction to a friend cleared yet?,66
i disagree with a charge,16
I live in the US and I would like to get a card. How do I go about getting one?,24
A payment that I didn't make appears in my app.,16
There is a payment showing on my app that I didn't do. Will you please cancel this payment and refund my money ?,28
Won't let me top my card up!! Who can get it sorted out for me? It's urgent! How do I find out what the problem is with my card and how else to top it up?,59
My transfer is pending too long.,5
Why can't my transfer complete?,35
A pending charge of 1L appears on my statement.  Please explain as I have not made a purchase for that amount,34
I live in Germany. Is that one of the countries you are in? What other countries are you in?,24
I've been waiting longer than expected for my card.,11
I can't see my latest bank transfer,5
During the last month I used this account to make payments for my place abroad. I noticed the fees have increased and I wonder why. Shouldn't frequent users have less fees as incentive to keep using instead of increasing them out of nowhere?,64
My money is nowhere to be found? I talked up earlier and seen it. Now it has vanished. What is going on?,61
I couldn't get cash at the atm,26
"Hi, Could you please help me as someone has stolen my wallet few hours ago. And a withdrawal is made, please help immediately. As i don't want to suffer more.",20
For the first time I got a fee on my account. How do I know when you charge these fees?,15
maximum how many days get the courier?,11
why did i only get 20.00,75
Why am I not able to get cash from the ATM?,26
I would prefer a Mastercard.,73
How long will this card payment stay pending?,45
Why am I being charged more ?,17
I exchanged Russian rubles for British pounds today and got less than I expected. Was exchange rate correct?,17
"Hello, I'm a brand new customer and tried topping up for the first time today. It has been pending for half an hour and doesn't seem to be working. Please resolve this.",47
How do I replace a card that's going to expire?,9
"After reviewing my charges, I see I was charged a fee for a transfer I did, why?",64
When will my top-up go through?,47
Is there a fee for withdrawing cash?,19
"Hello, I just checked my card transactions and saw that I was charged twice for a restaurant visit I did earlier this week. Is it possible to remove one of them and get my false paid money pack?",63
"I tried transferring money to a beneficiary, however, I was unsuccessful.",7
The exchange rate is incorrect on an item I recently purchased in a foreign country.,17
For what reason was my transfer declined?,27
